courseId,title,url,locale,level,ratingAverage,ratingCount,durationSeconds,lectureCount,isFree,scrapedAt
2776760,"100 Days of Code™: The Complete Python Pro Bootcamp",https://www.udemy.com/course/100-days-of-code,en-US,ALL_LEVELS,4.671892166137695,436596,204491,604,false,2026-09-24T08:24:47.178313+00:00
